country_code,state_code,region,city,Political_Region
USA,CA,Los Angeles,Northridge,USA - West
USA,TX,Dallas,Plano,USA - South
IND,19,Bangalore,Bangalore,South Asia
BRA,5,Recife,Recife,Latin America
CYP,4,Cyprus,Nicosia,Eastern Europe
IRL,2,IRL - Other,Virginia,Western Europe
USA,CA,Los Angeles,Santa Monica,USA - West
USA,CA,Los Angeles,Sherman Oaks,USA - West
USA,CA,SF Bay Area,Sunnyvale,USA - West
CHN,30,Shenzhen,Shenzhen,East Asia
USA,CA,Los Angeles,Van Nuys,USA - West
POL,72,Wroclaw,Wroclaw,Eastern Europe
USA,WI,Madison,Madison,USA - Midwest
USA,GA,Atlanta,Atlanta,USA - South
FRA,B3,FRA - Other,L'union,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,TN,Memphis,Memphis,USA - South
AUT,9,Vienna,Vienna,Central Europe
USA,WA,Seattle,Seattle,USA - West
USA,NV,Las Vegas,Las Vegas,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,UT,Salt Lake City,Bountiful,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
AUS,7,Melbourne,Melbourne,Oceania
Unknown,Unknown,Unknown,Unknown,Unknown
USA,OR,"Portland, Oregon",Portland,USA - West
USA,CA,Santa Barbara,Santa Barbara,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
GBR,C3,London,Cambridge,Western Europe
USA,CT,Hartford,Hartford,USA - Northeast
USA,CA,Los Angeles,Century City,USA - West
USA,TX,Houston,Houston,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MA,Boston,Waltham,USA - Northeast
USA,CA,SF Bay Area,Mountain View,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,TN,Nashville,Nashville,USA - South
USA,CA,SF Bay Area,San Mateo,USA - West
IND,36,Unknown,Unknown,South Asia
USA,TX,Dallas,Dallas,USA - South
FRA,A8,Le Plessis-robinson,Le Plessis-robinson,Western Europe
USA,CA,SF Bay Area,Sunnyvale,USA - West
DEU,4,Hamburg,Hamburg,Western Europe
ISL,10,Reyjavik,Reykjavík,Northern Europe
USA,LA,New Orleans,New Orleans,USA - South
ESP,56,Barcelona,Barcelona,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
GBR,K2,Salford,Salford,Western Europe
USA,AZ,Phoenix,Tempe,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,BC,Vancouver,Victoria,North America
USA,NY,New York City,Woodside,USA - Northeast
JPN,18,JPN - Other,China,East Asia
DEU,7,Cologne,Cologne,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NC,Raleigh,Morrisville,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
BRA,27,Sao Paulo,São Paulo,Latin America
USA,TX,Austin,Austin,USA - South
USA,MA,Boston,Cambridge,USA - Northeast
USA,CO,Denver,Longmont,USA - West
FIN,8,FIN - Other,Kajaani,Northern Europe
CHN,22,Beijing,Beijing,East Asia
USA,CA,SF Bay Area,Palo Alto,USA - West
GBR,H9,London,London,Western Europe
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,IL,Chicago,Chicago,USA - Midwest
USA,MA,Boston,Natick,USA - Northeast
USA,CA,"Orange County, California",Signal Hill,USA - West
USA,WI,Milwaukee,Whitewater,USA - Midwest
GBR,T6,Unknown,Unknown,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,NJ,Newark,Wyckoff,USA - Northeast
ISR,Unknown,Unknown,Unknown,Middle East
IRL,7,Dublin,Dublin,Western Europe
USA,NJ,Newark,Cranbury,USA - Northeast
USA,FL,Orlando,Orlando,USA - South
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CO,Denver,Boulder,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
FIN,15,Turku,Turku,Northern Europe
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Brookline,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
HKG,Unknown,Unknown,Unknown,East Asia
ISR,5,Tel Aviv,Tel Aviv,Middle East
KOR,11,Seoul,Seoul,East Asia
ITA,20,Venice,Treviso,Southern Europe
FIN,15,Tampere,Tampere,Northern Europe
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,23,Shanghai,Shanghai,East Asia
USA,CA,SF Bay Area,San Francisco,USA - West
USA,PA,Philadelphia,Philadelphia,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
USA,OK,Tulsa,Tulsa,USA - South
USA,VA,"Washington, D.C.",Mclean,USA - South
CHN,23,Shanghai,Shanghai,East Asia
USA,NY,New York City,New York,USA - Northeast
ZAF,Unknown,ZAF - Other,Bloemfontein,Southern Africa
CAN,QC,Montreal,Montréal,North America
GBR,Unknown,Unknown,Unknown,Western Europe
USA,CA,SF Bay Area,Milpitas,USA - West
USA,FL,Miami,Miami,USA - South
BWA,9,Unknown,Unknown,Southern Africa
USA,NY,New York City,New York,USA - Northeast
USA,MA,Boston,Boston,USA - Northeast
USA,MN,Minneapolis,Excelsior,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
THA,55,Bangkok,Bankok,Southeast Asia
IRL,10,IRL - Other,Ballymoe,Western Europe
BGR,42,Sofia,Sofia,Western Europe
ITA,17,ITA - Other,Bozen,Southern Europe
USA,IL,Chicago,Chicago,USA - Midwest
URY,Unknown,Montevideo,Montevideo,South America
USA,UT,Salt Lake City,Salt Lake City,USA - West
USA,MA,Boston,Cambridge,USA - Northeast
USA,CT,Hartford,New Haven,USA - Northeast
IND,13,Trivandrum,Trivandrum,South Asia
KOR,13,Bundangdong,Bundangdong,East Asia
USA,CA,Los Angeles,Sherman Oaks,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,San Diego,Escondido,USA - West
FRA,B4,Paris,Lille,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
DEU,5,Frankfurt,Frankfurt,Western Europe
GBR,H9,London,London,Western Europe
USA,MA,Boston,Boston,USA - Northeast
ISR,4,Tel Aviv,Haifa,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MO,St. Louis,Chesterfield,USA - Midwest
ISR,2,Tel Aviv,Hod Hasharon,Middle East
USA,MA,Boston,Cambridge,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,AL,AL - Other,Auburn,USA - South
USA,FL,Miami,Miami,USA - South
GBR,H9,London,London,Western Europe
USA,CA,San Diego,San Diego,USA - West
USA,NV,Las Vegas,Las Vegas,USA - West
USA,CA,Anaheim,Laguna Beach,USA - West
USA,WI,Madison,Madison,USA - Midwest
USA,WA,Seattle,Seattle,USA - West
USA,CT,Hartford,Greenwich,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
KOR,11,Seoul,Seoul,East Asia
IRL,4,Cork,Cork,Western Europe
USA,CA,CA - Other,Alviso,USA - West
USA,AR,Fayetteville,Fayetteville,USA - South
DEU,5,Frankfurt,Frankfurt,Western Europe
FRA,A9,Montpellier,Montpellier,Western Europe
USA,MA,Boston,Waltham,USA - Northeast
CHN,22,Beijing,Beijing,East Asia
ZWE,Unknown,Harare,Harare,Southern Africa
USA,CO,Denver,Westminster,USA - West
USA,DC,"Washington, D.C.",Washington,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Boston,USA - Northeast
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,TX,Austin,Austin,USA - South
USA,CA,Sacramento,Davis,USA - West
USA,CO,Denver,Denver,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,Los Angeles,Venice,USA - West
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,"Washington, D.C.",Reston,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Cambridge,USA - Northeast
DNK,17,Copenhagen,Copenhagen,Northern Europe
GBR,I9,London,Norwich,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,OH,Cincinnati,Cincinnati,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Laguna Hills,USA - West
USA,HI,Maui,Lahaina,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,WY,Cheyenne,Cheyenne,USA - West
CAN,ON,Ottawa,Ottawa,North America
USA,KS,KS - Other,Prairie Village,USA - Midwest
AUS,7,Melbourne,Melbourne,Oceania
USA,CA,SF Bay Area,Fremont,USA - West
USA,MA,Boston,Boston,USA - Northeast
FRA,A8,Neuilly-sur-seine,Neuilly-sur-seine,Western Europe
IND,10,New Delhi,Gurgaon,South Asia
HUN,5,Budapest,Budapest,Eastern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
LVA,25,Riga,Riga,Northern Europe
IRL,16,Limerick,Limerick,Western Europe
KOR,11,Seoul,Seoul,East Asia
CAN,BC,Vancouver,Victoria,North America
GBR,H9,London,London,Western Europe
KOR,11,KOR - Other,Sowon,East Asia
USA,TX,Austin,Austin,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Dallas,Fort Worth,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Killeen,USA - South
USA,CA,Anaheim,Orange,USA - West
USA,DC,"Washington, D.C.",Washington,USA - South
ISR,6,Tel Aviv,Jerusalem,Middle East
USA,MA,Boston,Waltham,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Austin,Austin,USA - South
USA,CA,San Diego,Encinitas,USA - West
USA,PA,Harrisburg,New Cumberland,USA - Northeast
USA,TX,Houston,Houston,USA - South
USA,NJ,Newark,Newark,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
FIN,15,Tampere,Tampere,Northern Europe
USA,NY,New York City,New York,USA - Northeast
IRL,7,Dublin,Dublin,Western Europe
USA,MO,St. Louis,St Louis,USA - Midwest
JPN,40,Tokyo,Tokyo,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
HKG,Unknown,Hong Kong,Kowloon City,East Asia
USA,CO,Denver,Denver,USA - West
GBR,C7,Coventry,Coventry,Western Europe
FRA,Unknown,Unknown,Unknown,Western Europe
CAN,BC,Vancouver,Vancouver,North America
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Dallas,Dallas,USA - South
CAN,QC,QC - Other,Bryson,North America
USA,NY,New York City,New York,USA - Northeast
CHN,23,Shanghai,Shanghai,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,WA,Seattle,Seattle,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,OR,Eugene,Bend,USA - West
USA,WA,Seattle,Kirkland,USA - West
USA,TX,Austin,Austin,USA - South
BRA,2,Sao Paulo,São Paulo,Latin America
CHN,22,Beijing,Beijing,East Asia
USA,NY,New York City,New York,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,MD,Salisbury,Cambridge,USA - South
FRA,A8,Paris,Paris,Western Europe
IND,16,Mumbai,Mumbai,South Asia
USA,NJ,Newark,Berkeley Heights,USA - Northeast
USA,CA,Anaheim,Laguna Beach,USA - West
IND,24,Jaipur,Jaipur,South Asia
USA,NY,New York City,New York,USA - Northeast
USA,TX,Austin,Austin,USA - South
USA,IN,Unknown,Unknown,USA - Midwest
USA,NJ,Newark,Somerset,USA - Northeast
USA,CO,Denver,Englewood,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,MN,Minneapolis,Elk River,USA - Midwest
ISR,2,Tel Aviv,Petah Tiqva,Middle East
USA,TX,Dallas,Dallas,USA - South
GBR,A7,Birmingham,Birmingham,Western Europe
GBR,H9,London,London,Western Europe
CHN,23,Shanghai,Shanghai,East Asia
USA,NY,New York City,New York,USA - Northeast
USA,TX,Dallas,Dallas,USA - South
USA,CA,SF Bay Area,Mountain View,USA - West
USA,CA,SF Bay Area,Redwood City,USA - West
USA,NH,"Manchester, New Hampshire",Nashua,USA - Northeast
USA,PA,Pittsburgh,Wexford,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
CHN,23,Shanghai,Shanghai,East Asia
USA,MA,Boston,Cambridge,USA - Northeast
CHN,2,Hangzhou,Hangzhou,East Asia
USA,CA,Los Angeles,Los Angeles,USA - West
CAN,ON,Toronto,Toronto,North America
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Markham,North America
USA,CA,SF Bay Area,San Francisco,USA - West
CHL,12,Santiago,Santiago,South America
DEU,2,Munich,Munich,Western Europe
CAN,ON,Toronto,Markham,North America
USA,CA,SF Bay Area,Santa Clara,USA - West
COL,34,Bogota,Bogotá,South America
AUS,7,Melbourne,Melbourne,Oceania
ITA,9,Milan,Milan,Southern Europe
USA,CA,SF Bay Area,Mountain View,USA - West
USA,NC,Winston-Salem,Winston Salem,USA - South
BRA,2,Sao Paulo,São Paulo,Latin America
DEU,6,Hanover,Hanover,Western Europe
USA,OR,"Portland, Oregon",Lake Oswego,USA - West
USA,MI,Detroit,Detroit,USA - Midwest
IND,16,Mumbai,Mumbai,South Asia
USA,AZ,Tucson,Tucson,USA - West
ESP,51,Granada,Granada,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,AR,Little Rock,Little Rock,USA - South
USA,NY,New York City,New York,USA - Northeast
USA,CA,Napa Valley,Napa,USA - West
USA,CA,Los Angeles,Santa Monica,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NJ,Newark,West Milford,USA - Northeast
USA,CA,SF Bay Area,San Jose,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
SGP,Unknown,Singapore,Singapore,Southeast Asia
USA,MA,Springfield,Springfield,USA - Northeast
GBR,H9,London,London,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
USA,CA,SF Bay Area,Foster City,USA - West
USA,FL,Miami,Miami,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,TX,Houston,Houston,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
IND,19,Bangalore,Bengaluru,South Asia
USA,MN,Minneapolis,Saint Paul,USA - Midwest
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,ON,Toronto,Richmond Hill,North America
FRA,A6,Unknown,Unknown,Western Europe
CHE,26,CHE - Other,Laufen,Western Europe
USA,DC,"Washington, D.C.",Washington,USA - South
USA,IL,Chicago,Chicago,USA - Midwest
USA,OR,"Portland, Oregon",Portland,USA - West
CHN,30,Shenzhen,Shenzhen,East Asia
USA,CA,SF Bay Area,Mill Valley,USA - West
USA,MA,Worcester,Northborough,USA - Northeast
USA,MI,Detroit,Detroit,USA - Midwest
ISR,2,Tel Aviv,Kfar Saba,Middle East
AUS,2,Sydney,Sydney,Oceania
USA,CT,Hartford,Farmington,USA - Northeast
USA,CA,Sacramento,El Dorado Hills,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
GBR,H9,London,London,Western Europe
USA,MA,Boston,Cambridge,USA - Northeast
GBR,H9,London,London,Western Europe
USA,VA,Roanoke,Blacksburg,USA - South
BAH,25,BHS - Other,Freeport,Caribbean
DEU,7,Cologne,Cologne,Western Europe
AUS,7,AUS - Other,Bundoora,Oceania
CHL,12,Santiago,Santiago,South America
IRL,12,IRL - Other,Kildare,Western Europe
USA,FL,Tampa,Largo,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,U8,Edinburgh,Edinburgh,Western Europe
CHN,30,Shenzhen,Shenzhen,East Asia
USA,TX,Austin,Austin,USA - South
ESP,29,Madrid,Madrid,Southern Europe
USA,NJ,Newark,Princeton,USA - Northeast
USA,DE,Dover,Dover,USA - South
USA,CA,Los Angeles,Los Angeles,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Mountain View,USA - West
USA,WA,Seattle,Seattle,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,MA,Boston,North Billerica,USA - Northeast
USA,IL,Chicago,Chicago,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,SC,"Columbia, South Carolina",Lexington,USA - South
USA,MA,Boston,Boston,USA - Northeast
HKG,Unknown,Hong Kong,Hong Kong,East Asia
USA,IL,Chicago,Chicago,USA - Midwest
GBR,T7,GBR - Other,Montrose,Western Europe
RUS,66,St. Petersburg,Saint Petersburg,Eastern Europe
DEU,16,Berlin,Berlin,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
USA,CO,Denver,Denver,USA - West
CHN,23,Shanghai,Shanghai,East Asia
GBR,H9,London,London,Western Europe
USA,CA,SF Bay Area,Sunnyvale,USA - West
USA,CO,Denver,Centennial,USA - West
USA,CA,Los Angeles,Beverly Hills,USA - West
AUS,1,Fyshwick,Fyshwick,Oceania
THA,55,Bangkok,Bankok,Southeast Asia
USA,NY,New York City,Pawling,USA - Northeast
IND,19,Bangalore,Bangalore,South Asia
ESP,56,Barcelona,Barcelona,Southern Europe
USA,NV,Reno - Sparks,Reno,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,NJ,Newark,Berkeley Heights,USA - Northeast
USA,PA,Philadelphia,Blue Bell,USA - Northeast
USA,OH,Cincinnati,Cincinnati,USA - Midwest
USA,TX,Dallas,Dallas,USA - South
GBR,U8,Edinburgh,Edinburgh,Western Europe
USA,IN,Indianapolis,Bloomington,USA - Midwest
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Los Angeles,USA - West
USA,IL,Chicago,Chicago,USA - Midwest
BGR,42,Sofia,Sofia,Western Europe
USA,NY,New York City,New York,USA - Northeast
CHN,Unknown,Unknown,Unknown,East Asia
ITA,20,Venice,Venice,Southern Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,KY,Lexington,Lexington,USA - South
USA,FL,Ft. Lauderdale,Weston,USA - South
USA,FL,Orlando,Orlando,USA - South
CHE,7,Geneva,Plan-les-ouates,Western Europe
IRL,16,Limerick,Limerick,Western Europe
USA,IN,Unknown,Unknown,USA - Midwest
TUR,34,Istanbul,Istanbul,Middle East
USA,GA,Atlanta,Atlanta,USA - South
PRT,14,Lisbon,Lisbon,Southern Europe
DNK,21,Vejle,Vejle,Northern Europe
USA,CA,SF Bay Area,Mountain View,USA - West
GBR,H9,London,London,Western Europe
CHN,22,Beijing,Beijing,East Asia
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CT,Hartford,Fairfield,USA - Northeast
USA,NY,New York City,Brooklyn,USA - Northeast
USA,CA,Anaheim,Orange,USA - West
CHN,22,Beijing,Beijing,East Asia
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,San Diego,San Diego,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,MA,Boston,Newton,USA - Northeast
USA,IN,South Bend,South Bend,USA - Midwest
USA,CA,CA - Other,Pacific Palisades,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
FIN,13,Helsinki,Helsinki,Northern Europe
USA,CA,San Diego,San Diego,USA - West
NLD,15,NLD - Other,Enschede,Western Europe
CAN,BC,Vancouver,Vancouver,North America
USA,VA,"Washington, D.C.",Arlington,USA - South
USA,WA,Seattle,Seattle,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
CAN,QC,Montreal,Montréal,North America
USA,CA,Los Angeles,Sherman Oaks,USA - West
USA,PA,Philadelphia,Bala Cynwyd,USA - Northeast
USA,NY,New York City,White Plains,USA - Northeast
USA,CA,SF Bay Area,Berkeley,USA - West
DEU,16,Berlin,Berlin,Western Europe
COL,34,Bogota,Bogotá,South America
USA,NY,New York City,New York,USA - Northeast
AUS,7,Melbourne,Melbourne,Oceania
CAN,ON,Toronto,Toronto,North America
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,Santa Clara,USA - West
USA,CA,San Diego,San Diego,USA - West
ISR,6,Tel Aviv,Jerusalem,Middle East
CHN,23,Shanghai,Shanghai,East Asia
USA,TX,Dallas,Plano,USA - South
USA,TX,Austin,Austin,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Francisco,USA - West
USA,FL,Orlando,Altamonte Springs,USA - South
CAN,ON,Toronto,Toronto,North America
USA,WI,Madison,Middleton,USA - Midwest
USA,TX,Dallas,Fort Worth,USA - South
USA,DC,"Washington, D.C.",Washington,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,UT,Salt Lake City,Salt Lake City,USA - West
USA,NY,New York City,New York,USA - Northeast
USA,MI,Detroit,Warren,USA - Midwest
USA,CA,SF Bay Area,Santa Clara,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Sacramento,Roseville,USA - West
GHA,1,Accra,Accra,West Africa
GBR,G5,London,Maidstone,Western Europe
USA,KS,Topeka,Topeka,USA - Midwest
USA,MA,Boston,Burlington,USA - Northeast
ISR,5,Tel Aviv,Tel Aviv,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
DNK,17,Copenhagen,Copenhagen,Northern Europe
USA,CA,Los Angeles,Valencia,USA - West
USA,AR,Little Rock,Little Rock,USA - South
FRA,B9,Lyon,Lyon,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,Norfolk - Virginia Beach,Virginia Beach,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Mateo,USA - West
GBR,H9,London,London,Western Europe
USA,OR,"Portland, Oregon",Hillsboro,USA - West
USA,MD,"Washington, D.C.",College Park,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,San Diego,La Mesa,USA - West
CAN,ON,Toronto,Cambridge,North America
BEL,12,Brussels,Leuven,Western Europe
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Redwood City,USA - West
USA,CA,Los Angeles,Los Angeles,USA - West
USA,IN,South Bend,South Bend,USA - Midwest
USA,MA,Boston,Tewksbury,USA - Northeast
USA,FL,Jacksonville,Jacksonville,USA - South
FRA,A8,Paris,Paris,Western Europe
USA,MI,Detroit,Ann Arbor,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,NY,New York City,New York,USA - Northeast
ESP,32,Unknown,Unknown,Southern Europe
USA,IL,Chicago,Chicago,USA - Midwest
USA,CA,SF Bay Area,Newark,USA - West
DEU,7,Cologne,Cologne,Western Europe
GBR,H9,London,London,Western Europe
USA,PA,Harrisburg,Lancaster,USA - Northeast
FRA,A8,Paris,Fontainebleau,Western Europe
USA,SC,"Charleston, South Carolina",Charleston,USA - South
USA,CA,"Orange County, California",Foothill Ranch,USA - West
USA,TX,TX - Other,Bryan,USA - South
USA,NY,Long Island,Cold Spring Harbor,USA - Northeast
USA,MN,Minneapolis,Minneapolis,USA - Midwest
GBR,A4,Bath,Bath,Western Europe
CHN,7,Xiamen,Xiamen,East Asia
USA,TX,Dallas,Palestine,USA - South
USA,CA,SF Bay Area,San Francisco,USA - West
USA,WA,Seattle,Seattle,USA - West
USA,MA,Boston,Marlborough,USA - Northeast
USA,IN,Indianapolis,Indianapolis,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,WA,Seattle,Seattle,USA - West
USA,NJ,Newark,Somerset,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,Los Angeles,Los Angeles,USA - West
USA,CO,Denver,Boulder,USA - West
USA,NV,Reno - Sparks,Reno,USA - West
AUS,2,Sydney,Sydney,Oceania
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,H9,London,London,Western Europe
ISR,2,Tel Aviv,Ness Ziona,Middle East
USA,IN,Indianapolis,West Lafayette,USA - Midwest
ITA,6,Bolzano,Bolzano,Southern Europe
IND,10,New Delhi,Gurgaon,South Asia
ISR,2,Tel Aviv,Petah Tiqva,Middle East
USA,MA,Boston,Boston,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,UT,Salt Lake City,Salt Lake City,USA - West
USA,CA,SF Bay Area,San Mateo,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Sunnyvale,USA - West
IND,7,New Delhi,New Delhi,South Asia
USA,LA,Baton Rouge,Baton Rouge,USA - South
USA,OH,Cleveland,Westlake,USA - Midwest
USA,NY,New York City,New York,USA - Northeast
USA,CA,CA - Other,Potter Valley,USA - West
CHN,4,Shanghai,Suzhou,East Asia
GBR,A7,Birmingham,Birmingham,Western Europe
GBR,C7,Coventry,Coventry,Western Europe
ARE,3,Dubai,Dubai,Middle East
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,San Mateo,USA - West
USA,MA,Boston,Woburn,USA - Northeast
Unknown,Unknown,Unknown,Unknown,Unknown
Unknown,Unknown,Unknown,Unknown,Unknown
USA,VA,VA - Other,Selma,USA - South
Unknown,Unknown,Unknown,Unknown,Unknown
USA,CA,SF Bay Area,Palo Alto,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
GBR,K2,London,Abingdon,Western Europe
Unknown,Unknown,Unknown,Unknown,Unknown
FIN,15,Tampere,Tampere,Northern Europe
USA,NY,New York City,New York,USA - Northeast
IND,36,New Delhi,Noida,South Asia
USA,CA,SF Bay Area,Mountain View,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,Berkeley,USA - West
USA,VA,"Washington, D.C.",Reston,USA - South
USA,MO,Kansas City,Kansas City,USA - Midwest
USA,UT,Salt Lake City,Draper,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
USA,NY,New York City,New York,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
Unknown,Unknown,Unknown,Unknown,Unknown
GBR,U8,Edinburgh,Edinburgh,Western Europe
USA,TX,Houston,Houston,USA - South
USA,WA,Seattle,Tukwila,USA - West
USA,CA,SF Bay Area,San Francisco,USA - West
NLD,7,Amsterdam,Amsterdam,Western Europe
USA,TN,Memphis,Memphis,USA - South
NOR,12,Oslo,Oslo,Northern Europe
USA,CO,Denver,Greenwood Village,USA - West
USA,TX,Austin,Austin,USA - South
USA,NJ,Newark,Hoboken,USA - Northeast
GBR,H9,London,London,Western Europe
USA,PA,Pittsburgh,Pittsburgh,USA - Northeast
GBR,H9,London,London,Western Europe
GBR,M3,GBR - Other,North Barrow,Western Europe
USA,MA,Boston,Burlington,USA - Northeast
USA,CA,SF Bay Area,San Francisco,USA - West
USA,MA,Boston,Newton Center,USA - Northeast
USA,NY,New York City,New York,USA - Northeast
